m,n,k,time_collapse,time_nocollapse,error_max
3000,750,1000,0.1640131473541260,0.1099720001220703,0.000000000000000
5000,750,1000,0.1926081180572510,0.1326849460601807,0.000000000000000
100,1000,1000,0.1234951019287109,0.1034150123596191,0.000000000000000
250,1000,1000,0.1410908699035645,0.1048989295959473,0.000000000000000
500,1000,1000,0.1358878612518311,0.1076838970184326,0.000000000000000
750,1000,1000,0.1432580947875977,0.1078908443450928,0.000000000000000
1000,1000,1000,0.1475090980529785,0.1190350055694580,0.000000000000000
1500,1000,1000,0.1525330543518066,0.1249170303344727,0.000000000000000
2000,1000,1000,0.1554841995239258,0.1294820308685303,0.000000000000000
3000,1000,1000,0.1788020133972168,0.1425468921661377,0.000000000000000
5000,1000,1000,0.1911249160766602,0.1531660556793213,0.000000000000000
100,1500,1000,0.1306340694427490,0.1547977924346924,0.000000000000000
250,1500,1000,0.1342678070068359,0.1558060646057129,0.000000000000000
500,1500,1000,0.1468439102172852,0.1584119796752930,0.000000000000000
750,1500,1000,0.1400709152221680,0.1710889339447021,0.000000000000000
1000,1500,1000,0.1169538497924805,0.1677329540252686,0.000000000000000
1500,1500,1000,0.1422491073608398,0.1824119091033936,0.000000000000000
2000,1500,1000,0.1869251728057861,0.1866240501403809,0.000000000000000
3000,1500,1000,0.1937007904052734,0.2006371021270752,0.000000000000000
5000,1500,1000,0.2222769260406494,0.2295730113983154,0.000000000000000
100,2000,1000,0.1168808937072754,0.2035319805145264,0.000000000000000
250,2000,1000,0.1015319824218750,0.2043991088867188,0.000000000000000
500,2000,1000,0.1287498474121094,0.2211070060729980,0.000000000000000
750,2000,1000,0.1493608951568604,0.2276699542999268,0.000000000000000
1000,2000,1000,0.1587200164794922,0.2289550304412842,0.000000000000000
1500,2000,1000,0.1757340431213379,0.2390260696411133,0.000000000000000
2000,2000,1000,0.1749489307403564,0.2412559986114502,0.000000000000000
3000,2000,1000,0.2170801162719727,0.2602388858795166,0.000000000000000
5000,2000,1000,0.2879610061645508,0.2864418029785156,0.000000000000000
100,3000,1000,0.1357409954071045,0.3088881969451904,0.000000000000000
250,3000,1000,0.1433050632476807,0.3119769096374512,0.000000000000000
500,3000,1000,0.1553480625152588,0.3352088928222656,0.000000000000000
750,3000,1000,0.1718618869781494,0.3400838375091553,0.000000000000000
1000,3000,1000,0.1829931735992432,0.3399951457977295,0.000000000000000
1500,3000,1000,0.2119998931884766,0.3520858287811279,0.000000000000000
2000,3000,1000,0.2399790287017822,0.3539998531341553,0.000000000000000
3000,3000,1000,0.3106689453125000,0.3756680488586426,0.000000000000000
5000,3000,1000,0.4060399532318115,0.3796908855438232,0.000000000000000
100,5000,1000,0.1222059726715088,0.5122251510620117,0.000000000000000
250,5000,1000,0.1277520656585693,0.5401611328125000,0.000000000000000
500,5000,1000,0.1476321220397949,0.5489912033081055,0.000000000000000
750,5000,1000,0.1753890514373779,0.5543830394744873,0.000000000000000
1000,5000,1000,0.2077720165252686,0.5522148609161377,0.000000000000000
1500,5000,1000,0.2606709003448486,0.5631730556488037,0.000000000000000
2000,5000,1000,0.3144299983978271,0.5599720478057861,0.000000000000000
3000,5000,1000,0.4291532039642334,0.5819060802459717,0.000000000000000
5000,5000,1000,0.7349469661712646,0.6522941589355469,0.000000000000000
100,100,1500,0.1066100597381592,1.0390996932983398E-002,0.000000000000000
250,100,1500,0.1158471107482910,1.2834072113037109E-002,0.000000000000000
500,100,1500,0.1110758781433105,1.4310121536254883E-002,0.000000000000000
750,100,1500,0.1160738468170166,1.9608974456787109E-002,0.000000000000000
1000,100,1500,0.1114909648895264,1.9670963287353516E-002,0.000000000000000
1500,100,1500,0.1249709129333496,3.0375957489013672E-002,0.000000000000000
2000,100,1500,0.1474890708923340,3.8121223449707031E-002,0.000000000000000
3000,100,1500,0.1615228652954102,5.2242994308471680E-002,0.000000000000000
5000,100,1500,0.1959338188171387,7.7992916107177734E-002,0.000000000000000
100,250,1500,0.1287131309509277,3.6977052688598633E-002,0.000000000000000
250,250,1500,0.1314408779144287,3.1193017959594727E-002,0.000000000000000
500,250,1500,0.1381800174713135,4.1079998016357422E-002,0.000000000000000
750,250,1500,0.1397199630737305,4.5867919921875000E-002,0.000000000000000
1000,250,1500,0.1440420150756836,4.9134969711303711E-002,0.000000000000000
1500,250,1500,0.1513540744781494,5.6774139404296875E-002,0.000000000000000
2000,250,1500,0.1590261459350586,6.3126802444458008E-002,0.000000000000000
3000,250,1500,0.1734259128570557,7.4242830276489258E-002,0.000000000000000
5000,250,1500,0.1983428001403809,0.1087610721588135,0.000000000000000
100,500,1500,0.1365740299224854,7.9871892929077148E-002,0.000000000000000
250,500,1500,0.1332969665527344,8.2248926162719727E-002,0.000000000000000
500,500,1500,0.1439909934997559,8.3407878875732422E-002,0.000000000000000
750,500,1500,0.1398909091949463,8.8445901870727539E-002,0.000000000000000
1000,500,1500,0.1428098678588867,8.9287042617797852E-002,0.000000000000000
1500,500,1500,0.1504240036010742,9.3775987625122070E-002,0.000000000000000
2000,500,1500,0.1587259769439697,0.1068360805511475,0.000000000000000
3000,500,1500,0.1812388896942139,0.1208970546722412,0.000000000000000
5000,500,1500,0.2098309993743896,0.1493260860443115,0.000000000000000
100,750,1500,0.1301269531250000,0.1086001396179199,0.000000000000000
250,750,1500,0.1301147937774658,0.1106820106506348,0.000000000000000
500,750,1500,0.1461780071258545,0.1140310764312744,0.000000000000000
750,750,1500,0.1431870460510254,0.1156668663024902,0.000000000000000
1000,750,1500,0.1454308032989502,0.1190040111541748,0.000000000000000
1500,750,1500,0.1730959415435791,0.1396269798278809,0.000000000000000
2000,750,1500,0.1556868553161621,0.1507759094238281,0.000000000000000
3000,750,1500,0.1447110176086426,0.1490681171417236,0.000000000000000
5000,750,1500,0.2087900638580322,0.1864700317382813,0.000000000000000
100,1000,1500,0.1289958953857422,0.1557300090789795,0.000000000000000
250,1000,1500,0.1339077949523926,0.1564779281616211,0.000000000000000
500,1000,1500,0.1301889419555664,0.1604609489440918,0.000000000000000
750,1000,1500,0.1463019847869873,0.1623528003692627,0.000000000000000
1000,1000,1500,0.1496520042419434,0.1773118972778320,0.000000000000000
1500,1000,1500,0.1758890151977539,0.1875851154327393,0.000000000000000
2000,1000,1500,0.1761839389801025,0.1934881210327148,0.000000000000000
3000,1000,1500,0.1961159706115723,0.2093329429626465,0.000000000000000
5000,1000,1500,0.2483689785003662,0.2401051521301270,0.000000000000000
100,1500,1500,0.1238081455230713,0.2310059070587158,0.000000000000000
250,1500,1500,0.1361961364746094,0.2347559928894043,0.000000000000000
500,1500,1500,0.1498270034790039,0.2379820346832275,0.000000000000000
750,1500,1500,0.1547930240631104,0.2543671131134033,0.000000000000000
1000,1500,1500,0.1572711467742920,0.2598171234130859,0.000000000000000
1500,1500,1500,0.1822688579559326,0.2731919288635254,0.000000000000000
2000,1500,1500,0.2019879817962646,0.2762310504913330,0.000000000000000
3000,1500,1500,0.2399179935455322,0.2983479499816895,0.000000000000000
5000,1500,1500,0.3160688877105713,0.3356239795684814,0.000000000000000
100,2000,1500,0.1073210239410400,0.3064959049224854,0.000000000000000
250,2000,1500,0.1262669563293457,0.3107631206512451,0.000000000000000
500,2000,1500,0.1506390571594238,0.3343508243560791,0.000000000000000
750,2000,1500,0.1673879623413086,0.3425080776214600,0.000000000000000
1000,2000,1500,0.1769721508026123,0.3374328613281250,0.000000000000000
1500,2000,1500,0.1929612159729004,0.3568410873413086,0.000000000000000
2000,2000,1500,0.2272098064422607,0.3598661422729492,0.000000000000000
3000,2000,1500,0.2762610912322998,0.3814480304718018,0.000000000000000
5000,2000,1500,0.3759071826934814,0.3857879638671875,0.000000000000000
100,3000,1500,0.1181728839874268,0.4600820541381836,0.000000000000000
250,3000,1500,0.1326358318328857,0.4626939296722412,0.000000000000000
500,3000,1500,0.1607668399810791,0.4992091655731201,0.000000000000000
750,3000,1500,0.2145378589630127,0.5028488636016846,0.000000000000000
1000,3000,1500,0.2078149318695068,0.5062339305877686,0.000000000000000
1500,3000,1500,0.2911911010742188,0.5153179168701172,0.000000000000000
2000,3000,1500,0.3102869987487793,0.5205428600311279,0.000000000000000
3000,3000,1500,0.4396078586578369,0.5362010002136230,0.000000000000000
5000,3000,1500,0.6204788684844971,0.5635449886322021,0.000000000000000
100,5000,1500,0.1310229301452637,0.7684578895568848,0.000000000000000
250,5000,1500,0.1614630222320557,0.8205940723419189,0.000000000000000
500,5000,1500,0.1914072036743164,0.8256430625915527,0.000000000000000
750,5000,1500,0.2528660297393799,0.8417499065399170,0.000000000000000
1000,5000,1500,0.2837400436401367,0.8303010463714600,0.000000000000000
1500,5000,1500,0.3766698837280273,0.8448019027709961,0.000000000000000
2000,5000,1500,0.4951419830322266,0.8378899097442627,0.000000000000000
3000,5000,1500,0.6911010742187500,0.8697149753570557,0.000000000000000
5000,5000,1500,1.040992975234985,0.9156301021575928,0.000000000000000
100,100,2000,0.1136548519134521,1.4065980911254883E-002,0.000000000000000
250,100,2000,0.1298730373382568,1.7423868179321289E-002,0.000000000000000
500,100,2000,0.1355168819427490,2.4225950241088867E-002,0.000000000000000
750,100,2000,0.1252608299255371,2.5461912155151367E-002,0.000000000000000
1000,100,2000,0.1241858005523682,3.0274152755737305E-002,0.000000000000000
1500,100,2000,0.1456279754638672,4.3498039245605469E-002,0.000000000000000
2000,100,2000,0.1584429740905762,5.2411079406738281E-002,0.000000000000000
3000,100,2000,0.1614060401916504,5.5954933166503906E-002,0.000000000000000
5000,100,2000,0.2051348686218262,0.1007430553436279,0.000000000000000
100,250,2000,0.1285529136657715,4.0796041488647461E-002,0.000000000000000
250,250,2000,0.1358380317687988,4.8861026763916016E-002,0.000000000000000
500,250,2000,0.1417908668518066,5.7175874710083008E-002,0.000000000000000
750,250,2000,0.1303570270538330,5.8501005172729492E-002,0.000000000000000
1000,250,2000,0.1382110118865967,6.1728954315185547E-002,0.000000000000000
1500,250,2000,0.1174979209899902,6.2762975692749023E-002,0.000000000000000
2000,250,2000,0.1466321945190430,8.1912040710449219E-002,0.000000000000000
3000,250,2000,0.1646950244903564,8.3781957626342773E-002,0.000000000000000
5000,250,2000,0.1839790344238281,0.1414549350738525,0.000000000000000
100,500,2000,0.1292791366577148,0.1104788780212402,0.000000000000000
250,500,2000,0.1322450637817383,0.1130578517913818,0.000000000000000
500,500,2000,0.1330420970916748,0.1118621826171875,0.000000000000000
750,500,2000,0.1428551673889160,0.1142129898071289,0.000000000000000
1000,500,2000,0.1600871086120605,0.1184058189392090,0.000000000000000
1500,500,2000,0.1663169860839844,0.1269969940185547,0.000000000000000
2000,500,2000,0.1778049468994141,0.1450848579406738,0.000000000000000
3000,500,2000,0.1967670917510986,0.1617188453674316,0.000000000000000
5000,500,2000,0.2415840625762939,0.2001440525054932,0.000000000000000
100,750,2000,0.1324341297149658,0.1456620693206787,0.000000000000000
250,750,2000,0.1369750499725342,0.1487240791320801,0.000000000000000
500,750,2000,0.1269428730010986,0.1484329700469971,0.000000000000000
750,750,2000,0.1226799488067627,0.1495020389556885,0.000000000000000
1000,750,2000,0.1306610107421875,0.1578409671783447,0.000000000000000
1500,750,2000,0.1646060943603516,0.1926119327545166,0.000000000000000
2000,750,2000,0.1614511013031006,0.1895980834960938,0.000000000000000
3000,750,2000,0.1746160984039307,0.2043287754058838,0.000000000000000
5000,750,2000,0.2158949375152588,0.2552998065948486,0.000000000000000
100,1000,2000,0.1301999092102051,0.2075691223144531,0.000000000000000
250,1000,2000,0.1265819072723389,0.2109830379486084,0.000000000000000
500,1000,2000,0.1351280212402344,0.2110409736633301,0.000000000000000
750,1000,2000,0.1314120292663574,0.2126159667968750,0.000000000000000
1000,1000,2000,0.1404099464416504,0.2324588298797607,0.000000000000000
1500,1000,2000,0.1524498462677002,0.2422089576721191,0.000000000000000
2000,1000,2000,0.1604290008544922,0.2446341514587402,0.000000000000000
3000,1000,2000,0.2142591476440430,0.2790551185607910,0.000000000000000
5000,1000,2000,0.2923858165740967,0.3189489841461182,0.000000000000000
100,1500,2000,0.1443200111389160,0.3114449977874756,0.000000000000000
250,1500,2000,0.1514539718627930,0.3143930435180664,0.000000000000000
500,1500,2000,0.1678669452667236,0.3191151618957520,0.000000000000000
750,1500,2000,0.1760430335998535,0.3454101085662842,0.000000000000000
1000,1500,2000,0.1893298625946045,0.3408999443054199,0.000000000000000
1500,1500,2000,0.2233929634094238,0.3565089702606201,0.000000000000000
2000,1500,2000,0.2358598709106445,0.3529088497161865,0.000000000000000
3000,1500,2000,0.3151631355285645,0.3971672058105469,0.000000000000000
5000,1500,2000,0.4619429111480713,0.3991599082946777,0.000000000000000
100,2000,2000,0.1011819839477539,0.4106819629669189,0.000000000000000
250,2000,2000,0.1170091629028320,0.4126961231231689,0.000000000000000
500,2000,2000,0.1551861763000488,0.4467070102691650,0.000000000000000
750,2000,2000,0.1554400920867920,0.4482738971710205,0.000000000000000
1000,2000,2000,0.1925470829010010,0.4539239406585693,0.000000000000000
1500,2000,2000,0.2050728797912598,0.4601190090179443,0.000000000000000
2000,2000,2000,0.2416460514068604,0.4570920467376709,0.000000000000000
3000,2000,2000,0.3590891361236572,0.5092008113861084,0.000000000000000
5000,2000,2000,0.5364999771118164,0.5155549049377441,0.000000000000000
100,3000,2000,0.1235809326171875,0.6172850131988525,0.000000000000000
250,3000,2000,0.1403660774230957,0.6207568645477295,0.000000000000000
500,3000,2000,0.1825890541076660,0.6616301536560059,0.000000000000000
750,3000,2000,0.2238249778747559,0.6740539073944092,0.000000000000000
1000,3000,2000,0.2380650043487549,0.6669991016387939,0.000000000000000
1500,3000,2000,0.3257420063018799,0.6822638511657715,0.000000000000000
2000,3000,2000,0.4059979915618896,0.6830079555511475,0.000000000000000
3000,3000,2000,0.5590829849243164,0.7066209316253662,0.000000000000000
5000,3000,2000,0.8312470912933350,0.7490689754486084,0.000000000000000
100,5000,2000,0.1228859424591064,1.025391817092896,0.000000000000000
250,5000,2000,0.1762099266052246,1.088500022888184,0.000000000000000
500,5000,2000,0.2530229091644287,1.101060152053833,0.000000000000000
750,5000,2000,0.3190710544586182,1.108738899230957,0.000000000000000
1000,5000,2000,0.3511619567871094,1.104435920715332,0.000000000000000
1500,5000,2000,0.4818301200866699,1.124372959136963,0.000000000000000
2000,5000,2000,0.6613869667053223,1.120020151138306,0.000000000000000
3000,5000,2000,0.8609189987182617,1.146893978118896,0.000000000000000
5000,5000,2000,1.425370931625366,1.227816820144653,0.000000000000000
100,100,3000,0.1147041320800781,2.2124052047729492E-002,0.000000000000000
250,100,3000,0.1272230148315430,3.0339956283569336E-002,0.000000000000000
500,100,3000,0.1442749500274658,3.8671016693115234E-002,0.000000000000000
750,100,3000,0.1425168514251709,4.6648025512695313E-002,0.000000000000000
1000,100,3000,0.1534130573272705,5.2974939346313477E-002,0.000000000000000
1500,100,3000,0.1530890464782715,5.5534124374389648E-002,0.000000000000000
2000,100,3000,0.1719930171966553,7.9887151718139648E-002,0.000000000000000
3000,100,3000,0.1736888885498047,0.1046841144561768,0.000000000000000
5000,100,3000,0.2541680335998535,0.1564731597900391,0.000000000000000
100,250,3000,0.1322288513183594,7.6467037200927734E-002,0.000000000000000
250,250,3000,0.1507408618927002,8.3673000335693359E-002,0.000000000000000
500,250,3000,0.1371879577636719,8.4717035293579102E-002,0.000000000000000
750,250,3000,0.1489720344543457,9.0338945388793945E-002,0.000000000000000
1000,250,3000,0.1325809955596924,9.5650911331176758E-002,0.000000000000000
1500,250,3000,0.1711871623992920,0.1067879199981689,0.000000000000000
2000,250,3000,0.1715269088745117,0.1034860610961914,0.000000000000000
3000,250,3000,0.1941640377044678,0.1427459716796875,0.000000000000000
5000,250,3000,0.2576920986175537,0.2107610702514648,0.000000000000000
100,500,3000,0.1313688755035400,0.1572079658508301,0.000000000000000
250,500,3000,0.1357259750366211,0.1614210605621338,0.000000000000000
500,500,3000,0.1473999023437500,0.1678869724273682,0.000000000000000
750,500,3000,0.1564061641693115,0.1710767745971680,0.000000000000000
1000,500,3000,0.1594469547271729,0.1777110099792480,0.000000000000000
1500,500,3000,0.1776340007781982,0.1870450973510742,0.000000000000000
2000,500,3000,0.1901299953460693,0.2128269672393799,0.000000000000000
3000,500,3000,0.2289600372314453,0.2416489124298096,0.000000000000000
5000,500,3000,0.2999689579010010,0.2714030742645264,0.000000000000000
100,750,3000,0.1171820163726807,0.2170748710632324,0.000000000000000
250,750,3000,0.1387078762054443,0.2226560115814209,0.000000000000000
500,750,3000,0.1552550792694092,0.2227180004119873,0.000000000000000
750,750,3000,0.1472220420837402,0.2266390323638916,0.000000000000000
1000,750,3000,0.1721889972686768,0.2385640144348145,0.000000000000000
1500,750,3000,0.1855640411376953,0.2852320671081543,0.000000000000000
2000,750,3000,0.2276670932769775,0.2862558364868164,0.000000000000000
3000,750,3000,0.2683122158050537,0.2952170372009277,0.000000000000000
5000,750,3000,0.3642859458923340,0.3878149986267090,0.000000000000000
100,1000,3000,0.1322588920593262,0.3126590251922607,0.000000000000000
250,1000,3000,0.1461660861968994,0.3168609142303467,0.000000000000000
500,1000,3000,0.1594610214233398,0.3233249187469482,0.000000000000000
750,1000,3000,0.1797170639038086,0.3159668445587158,0.000000000000000
1000,1000,3000,0.1802442073822021,0.3543949127197266,0.000000000000000
1500,1000,3000,0.2404758930206299,0.3727490901947021,0.000000000000000
2000,1000,3000,0.2186329364776611,0.3564341068267822,0.000000000000000
3000,1000,3000,0.2698800563812256,0.3745200634002686,0.000000000000000
5000,1000,3000,0.3994269371032715,0.4114301204681396,0.000000000000000
100,1500,3000,0.1243941783905029,0.4635331630706787,0.000000000000000
250,1500,3000,0.1556379795074463,0.4709239006042480,0.000000000000000
500,1500,3000,0.1672060489654541,0.4752781391143799,0.000000000000000
750,1500,3000,0.1963441371917725,0.5145220756530762,0.000000000000000
1000,1500,3000,0.2474489212036133,0.5078191757202148,0.000000000000000
1500,1500,3000,0.2987000942230225,0.5255339145660400,0.000000000000000
2000,1500,3000,0.3092260360717773,0.5193848609924316,0.000000000000000
3000,1500,3000,0.4476690292358398,0.5469908714294434,0.000000000000000
5000,1500,3000,0.6723299026489258,0.5920650959014893,0.000000000000000
100,2000,3000,0.1103150844573975,0.6159999370574951,0.000000000000000
250,2000,3000,0.1640999317169189,0.6223678588867188,0.000000000000000
500,2000,3000,0.1808350086212158,0.6626288890838623,0.000000000000000
750,2000,3000,0.2133409976959229,0.6718001365661621,0.000000000000000
1000,2000,3000,0.2305340766906738,0.6700410842895508,0.000000000000000
1500,2000,3000,0.3019149303436279,0.6875591278076172,0.000000000000000
2000,2000,3000,0.3826339244842529,0.6838979721069336,0.000000000000000
3000,2000,3000,0.5555269718170166,0.7635819911956787,0.000000000000000
5000,2000,3000,0.8244879245758057,0.8176729679107666,0.000000000000000
100,3000,3000,0.1504771709442139,0.9315879344940186,0.000000000000000
250,3000,3000,0.2086110115051270,0.9360091686248779,0.000000000000000
500,3000,3000,0.2392930984497070,0.9993741512298584,0.000000000000000
750,3000,3000,0.3185391426086426,1.006664991378784,0.000000000000000
1000,3000,3000,0.3259389400482178,0.9973549842834473,0.000000000000000
1500,3000,3000,0.4856300354003906,1.023969888687134,0.000000000000000
2000,3000,3000,0.5553801059722900,1.012505054473877,0.000000000000000
3000,3000,3000,0.7877540588378906,1.051126956939697,0.000000000000000
5000,3000,3000,1.248614072799683,1.121279001235962,0.000000000000000
100,5000,3000,0.1430771350860596,1.539301872253418,0.000000000000000
250,5000,3000,0.2534101009368896,1.639292001724243,0.000000000000000
500,5000,3000,0.2994041442871094,1.646559000015259,0.000000000000000
750,5000,3000,0.4332239627838135,1.660904884338379,0.000000000000000
1000,5000,3000,0.5422911643981934,1.663650989532471,0.000000000000000
1500,5000,3000,0.7452747821807861,1.694941043853760,0.000000000000000
2000,5000,3000,0.8951840400695801,1.668691873550415,0.000000000000000
3000,5000,3000,1.293823003768921,1.729472875595093,0.000000000000000
5000,5000,3000,2.086539983749390,1.859288930892944,0.000000000000000
100,100,5000,0.1123509407043457,4.3589115142822266E-002,0.000000000000000
250,100,5000,0.1460080146789551,5.7209968566894531E-002,0.000000000000000
500,100,5000,0.1485619544982910,6.8063020706176758E-002,0.000000000000000
750,100,5000,0.1643741130828857,8.0145120620727539E-002,0.000000000000000
1000,100,5000,0.1660029888153076,9.0746879577636719E-002,0.000000000000000
1500,100,5000,0.1762900352478027,0.1120109558105469,0.000000000000000
2000,100,5000,0.2207250595092773,0.1101930141448975,0.000000000000000
3000,100,5000,0.2481780052185059,0.1725599765777588,0.000000000000000
5000,100,5000,0.2789609432220459,0.1545050144195557,0.000000000000000
100,250,5000,0.1040930747985840,0.1274178028106689,0.000000000000000
250,250,5000,0.1194770336151123,0.1294648647308350,0.000000000000000
500,250,5000,0.1362168788909912,0.1407060623168945,0.000000000000000
750,250,5000,0.1621270179748535,0.1482172012329102,0.000000000000000
1000,250,5000,0.1688981056213379,0.1585841178894043,0.000000000000000
1500,250,5000,0.1852669715881348,0.1602799892425537,0.000000000000000
2000,250,5000,0.1568081378936768,0.1583631038665771,0.000000000000000
3000,250,5000,0.1915807723999023,0.1769812107086182,0.000000000000000
5000,250,5000,0.3451042175292969,0.2508709430694580,0.000000000000000
100,500,5000,0.1213259696960449,0.2604010105133057,0.000000000000000
250,500,5000,0.1499359607696533,0.2692840099334717,0.000000000000000
500,500,5000,0.1451418399810791,0.2687039375305176,0.000000000000000
750,500,5000,0.1639680862426758,0.2842988967895508,0.000000000000000
1000,500,5000,0.1875901222229004,0.2905309200286865,0.000000000000000
1500,500,5000,0.2264771461486816,0.2907919883728027,0.000000000000000
2000,500,5000,0.2733228206634521,0.3474071025848389,0.000000000000000
3000,500,5000,0.3608539104461670,0.3636980056762695,0.000000000000000
5000,500,5000,0.4160699844360352,0.3935189247131348,0.000000000000000
100,750,5000,0.1237931251525879,0.3595089912414551,0.000000000000000
250,750,5000,0.1260461807250977,0.3625140190124512,0.000000000000000
500,750,5000,0.1550838947296143,0.3681640625000000,0.000000000000000
750,750,5000,0.1952230930328369,0.3701310157775879,0.000000000000000
1000,750,5000,0.2002778053283691,0.3727459907531738,0.000000000000000
1500,750,5000,0.2774338722229004,0.4557001590728760,0.000000000000000
2000,750,5000,0.3348448276519775,0.4506020545959473,0.000000000000000
3000,750,5000,0.4091148376464844,0.4798939228057861,0.000000000000000
5000,750,5000,0.6680929660797119,0.5427219867706299,0.000000000000000
100,1000,5000,0.1290559768676758,0.5160069465637207,0.000000000000000
250,1000,5000,0.1499531269073486,0.5205848217010498,0.000000000000000
500,1000,5000,0.1820321083068848,0.5246679782867432,0.000000000000000
750,1000,5000,0.2154691219329834,0.5358819961547852,0.000000000000000
1000,1000,5000,0.2282381057739258,0.5666527748107910,0.000000000000000
1500,1000,5000,0.3164739608764648,0.5869119167327881,0.000000000000000
2000,1000,5000,0.3675229549407959,0.5904810428619385,0.000000000000000
3000,1000,5000,0.5377919673919678,0.6397588253021240,0.000000000000000
5000,1000,5000,0.7671680450439453,0.6866710186004639,0.000000000000000
100,1500,5000,0.1197829246520996,0.7705891132354736,0.000000000000000
250,1500,5000,0.1688809394836426,0.7782349586486816,0.000000000000000
500,1500,5000,0.1973099708557129,0.7798550128936768,0.000000000000000
750,1500,5000,0.2751560211181641,0.8352489471435547,0.000000000000000
1000,1500,5000,0.3051538467407227,0.8379309177398682,0.000000000000000
1500,1500,5000,0.4027209281921387,0.8641099929809570,0.000000000000000
2000,1500,5000,0.5292170047760010,0.8633568286895752,0.000000000000000
3000,1500,5000,0.7911078929901123,0.9119188785552979,0.000000000000000
5000,1500,5000,1.125957012176514,0.9790558815002441,0.000000000000000
100,2000,5000,0.1458530426025391,1.031260013580322,0.000000000000000
250,2000,5000,0.1768229007720947,1.034610986709595,0.000000000000000
500,2000,5000,0.2179989814758301,1.101294994354248,0.000000000000000
750,2000,5000,0.2821810245513916,1.111208915710449,0.000000000000000
1000,2000,5000,0.3393089771270752,1.111291885375977,0.000000000000000
1500,2000,5000,0.4910140037536621,1.155517816543579,0.000000000000000
2000,2000,5000,0.6428050994873047,1.144852161407471,0.000000000000000
3000,2000,5000,0.8582301139831543,1.253967046737671,0.000000000000000
5000,2000,5000,1.284304857254028,1.260533094406128,0.000000000000000
100,3000,5000,0.1545519828796387,1.534296989440918,0.000000000000000
250,3000,5000,0.2445728778839111,1.559055089950562,0.000000000000000
500,3000,5000,0.3395199775695801,1.660261154174805,0.000000000000000
750,3000,5000,0.4534449577331543,1.673588991165161,0.000000000000000
1000,3000,5000,0.5418469905853271,1.688171863555908,0.000000000000000
1500,3000,5000,0.7045381069183350,1.693422079086304,0.000000000000000
2000,3000,5000,0.9239249229431152,1.682726860046387,0.000000000000000
3000,3000,5000,1.348212957382202,1.747536897659302,0.000000000000000
5000,3000,5000,2.135140895843506,1.868257045745850,0.000000000000000
100,5000,5000,0.1984231472015381,2.576448917388916,0.000000000000000
250,5000,5000,0.2788200378417969,2.716639041900635,0.000000000000000
500,5000,5000,0.4825990200042725,2.744984865188599,0.000000000000000
750,5000,5000,0.6179218292236328,2.761682987213135,0.000000000000000
1000,5000,5000,0.8043849468231201,2.754538059234619,0.000000000000000
1500,5000,5000,1.136485815048218,2.815263032913208,0.000000000000000
2000,5000,5000,1.539336919784546,2.821400880813599,0.000000000000000
3000,5000,5000,2.170436143875122,2.931729078292847,0.000000000000000
5000,5000,5000,3.519853830337524,3.128973960876465,0.000000000000000
